,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
390,Manhattan,40.73067,-73.98702,Private room,87,2,0,0
391,Brooklyn,40.70665,-73.94060999999999,Entire home/apt,190,4,50,331
392,Brooklyn,40.72063,-73.95952,Entire home/apt,200,2,29,36
393,Brooklyn,40.67644,-73.98082,Entire home/apt,165,2,23,7
394,Manhattan,40.804809999999996,-73.94794,Entire home/apt,110,2,142,301
395,Manhattan,40.72533,-73.99143000000001,Entire home/apt,395,2,70,170
396,Brooklyn,40.68569,-73.93038,Private room,99,2,38,307
397,Brooklyn,40.64302,-73.97255,Private room,39,1,82,365
398,Manhattan,40.72939,-73.98857,Entire home/apt,189,2,403,201
399,Manhattan,40.79918,-73.96607,Private room,85,1,3,0
400,Brooklyn,40.668620000000004,-73.9926,Entire home/apt,260,30,3,316
401,Manhattan,40.81333,-73.94453,Entire home/apt,122,1,116,271
402,Brooklyn,40.72473,-73.95199000000001,Entire home/apt,165,2,175,139
403,Queens,40.70925,-73.85262,Entire home/apt,97,3,28,209
404,Manhattan,40.73215,-74.00922,Entire home/apt,170,4,24,0
405,Brooklyn,40.711090000000006,-73.94332,Entire home/apt,125,2,15,0
406,Manhattan,40.7463,-73.97926,Private room,130,4,105,193
407,Brooklyn,40.71823,-73.95849,Entire home/apt,225,10,22,52
408,Brooklyn,40.650999999999996,-73.94886,Private room,50,2,263,136
409,Brooklyn,40.68626,-73.97598,Entire home/apt,170,3,86,286
410,Manhattan,40.74488,-74.001,Entire home/apt,132,4,10,0
411,Brooklyn,40.676320000000004,-73.97616,Entire home/apt,250,7,18,18
412,Brooklyn,40.722120000000004,-73.94254000000001,Entire home/apt,141,5,8,9
413,Brooklyn,40.67456,-73.95151,Entire home/apt,64,20,70,3
414,Brooklyn,40.71363,-73.96019,Entire home/apt,249,3,150,277
415,Brooklyn,40.6755,-73.95878,Private room,79,2,115,0
416,Manhattan,40.72274,-73.97581,Entire home/apt,185,2,69,233
417,Brooklyn,40.6858,-73.9828,Entire home/apt,120,3,232,221
418,Brooklyn,40.67535,-73.97654,Entire home/apt,495,1,35,355
419,Manhattan,40.72255,-73.99346,Entire home/apt,375,3,18,0
420,Manhattan,40.72094,-73.99706,Entire home/apt,175,3,68,277
421,Manhattan,40.72485,-73.97813000000001,Entire home/apt,150,4,22,0
422,Manhattan,40.80473,-73.9532,Entire home/apt,259,8,17,343
423,Manhattan,40.72217,-73.98419,Private room,96,1,34,0
424,Brooklyn,40.719429999999996,-73.9565,Entire home/apt,145,7,8,0
425,Manhattan,40.742490000000004,-74.00329,Entire home/apt,200,4,0,0
426,Manhattan,40.792640000000006,-73.97294000000001,Entire home/apt,95,5,2,0
427,Brooklyn,40.65749,-73.97675,Entire home/apt,250,4,52,188
428,Manhattan,40.80474,-73.94688000000001,Entire home/apt,295,2,74,264
429,Manhattan,40.72831,-74.00177,Entire home/apt,175,3,18,0
430,Brooklyn,40.71541,-73.94144,Entire home/apt,451,2,72,331
431,Manhattan,40.79765,-73.96245,Entire home/apt,165,2,191,236
432,Manhattan,40.78508,-73.95331999999999,Entire home/apt,250,4,0,0
433,Bronx,40.89747,-73.8639,Entire home/apt,77,1,197,309
434,Manhattan,40.720079999999996,-73.98404000000001,Entire home/apt,250,4,19,0
435,Queens,40.75725,-73.91098000000001,Entire home/apt,129,1,414,245
436,Brooklyn,40.7102,-73.94495,Private room,98,2,8,0
437,Brooklyn,40.673590000000004,-73.97904,Entire home/apt,150,2,0,8
438,Manhattan,40.72674,-73.9782,Private room,95,7,25,359
439,Manhattan,40.81156,-73.94570999999999,Private room,55,3,119,333
440,Manhattan,40.804970000000004,-73.95016,Entire home/apt,300,2,203,258
441,Queens,40.7385,-73.91806,Private room,42,40,53,236
442,Brooklyn,40.72937,-73.95671,Entire home/apt,125,2,104,22
443,Manhattan,40.72587,-73.98438,Private room,175,3,175,236
444,Manhattan,40.824259999999995,-73.9463,Private room,75,3,38,365
445,Brooklyn,40.71624,-73.96271999999999,Entire home/apt,255,45,39,89
446,Brooklyn,40.68101,-73.94081,Entire home/apt,72,31,88,164
447,Brooklyn,40.686690000000006,-73.91989000000001,Private room,165,1,27,311
448,Brooklyn,40.715340000000005,-73.95914,Entire home/apt,165,5,117,23
449,Brooklyn,40.68288,-73.96024,Private room,75,3,43,365
450,Brooklyn,40.72489,-73.95494000000001,Entire home/apt,130,5,4,0
451,Brooklyn,40.70867,-73.94284,Entire home/apt,139,2,385,222
452,Brooklyn,40.679629999999996,-73.93908,Private room,88,1,64,238
453,Brooklyn,40.6798,-73.93908,Private room,80,1,39,218
454,Manhattan,40.74346,-73.99882,Private room,150,2,37,0
455,Manhattan,40.77724,-73.98109000000001,Entire home/apt,200,3,10,0
456,Manhattan,40.72972,-73.97995,Entire home/apt,200,2,103,235
457,Queens,40.74102,-73.91681,Private room,42,40,41,246
458,Brooklyn,40.71309,-73.94128,Private room,90,6,3,0
459,Manhattan,40.83096,-73.94633,Entire home/apt,295,3,227,247
460,Brooklyn,40.713229999999996,-73.95745,Entire home/apt,450,5,37,15
461,Brooklyn,40.67212,-73.9506,Entire home/apt,130,2,29,119
462,Brooklyn,40.710229999999996,-73.96665,Private room,89,3,205,0
463,Manhattan,40.80523,-73.95139,Entire home/apt,198,5,42,234
464,Manhattan,40.72636,-73.98917,Entire home/apt,99,2,280,257
465,Brooklyn,40.72185,-73.93956,Private room,46,4,86,350
466,Manhattan,40.72351,-73.99683,Private room,140,2,54,221
467,Brooklyn,40.6809,-73.99233000000001,Entire home/apt,500,7,7,0
468,Manhattan,40.80525,-73.95916,Private room,75,5,57,201
469,Queens,40.74,-73.91901,Private room,33,44,31,161
470,Manhattan,40.800059999999995,-73.96049000000001,Entire home/apt,250,31,188,259
471,Brooklyn,40.70283,-73.92130999999999,Private room,60,3,480,0
472,Manhattan,40.84468,-73.94303000000001,Private room,75,2,34,222
473,Brooklyn,40.682520000000004,-73.99619,Entire home/apt,350,5,6,0
474,Manhattan,40.74342,-73.99483000000001,Entire home/apt,205,9,3,76
475,Brooklyn,40.67853,-73.98089,Entire home/apt,219,5,2,0
476,Brooklyn,40.6788,-73.97643000000001,Private room,60,1,20,258
477,Manhattan,40.778859999999995,-73.98042,Entire home/apt,185,2,129,14
478,Manhattan,40.72578,-73.97879,Entire home/apt,190,3,147,27
479,Brooklyn,40.66085,-73.98536999999999,Entire home/apt,105,28,101,167
480,Manhattan,40.80113,-73.94503,Entire home/apt,250,2,11,68
481,Manhattan,40.78569,-73.97581,Entire home/apt,175,65,11,358
482,Manhattan,40.82411,-73.94934,Private room,65,2,41,59
483,Brooklyn,40.681309999999996,-73.95331999999999,Entire home/apt,75,2,87,0
484,Bronx,40.858109999999996,-73.90675,Private room,37,4,117,232
485,Brooklyn,40.70667,-73.96524000000001,Entire home/apt,85,2,86,15
486,Brooklyn,40.60452,-73.97103,Entire home/apt,106,7,0,0
487,Manhattan,40.7932,-73.94006999999999,Entire home/apt,79,2,15,0
488,Brooklyn,40.68768,-73.97610999999999,Private room,85,2,35,161
489,Manhattan,40.802240000000005,-73.94558,Private room,170,2,17,88
490,Manhattan,40.714729999999996,-73.98841999999999,Private room,115,3,3,337
491,Manhattan,40.80518,-73.95359,Private room,89,5,43,247
492,Manhattan,40.80827,-73.95329,Shared room,49,3,168,248
493,Brooklyn,40.729009999999995,-73.95812,Private room,91,3,241,287
494,Manhattan,40.734759999999994,-73.98451999999999,Entire home/apt,400,2,105,304
495,Brooklyn,40.69055,-73.92357,Entire home/apt,150,2,11,0
496,Manhattan,40.7735,-73.98697,Entire home/apt,2000,30,30,0
497,Brooklyn,40.67505,-73.95969000000001,Entire home/apt,97,3,31,193
498,Manhattan,40.72974,-73.98201,Private room,100,4,49,43
499,Brooklyn,40.70925,-73.95425,Entire home/apt,179,4,23,25
500,Brooklyn,40.72315,-73.95226,Entire home/apt,500,2,20,127
501,Manhattan,40.73939,-73.99611999999999,Entire home/apt,429,10,18,0
502,Manhattan,40.74112,-73.97686,Entire home/apt,189,6,90,303
503,Manhattan,40.72019,-73.98217,Private room,120,2,99,345
504,Manhattan,40.72133,-73.99665999999999,Entire home/apt,300,1,6,115
505,Queens,40.75744,-73.92163000000001,Entire home/apt,107,30,21,200
506,Queens,40.75695,-73.9202,Entire home/apt,95,30,24,271
507,Manhattan,40.8296,-73.94651,Entire home/apt,199,2,111,12
508,Manhattan,40.79056,-73.9468,Entire home/apt,120,2,86,268
509,Manhattan,40.736309999999996,-73.99977,Entire home/apt,199,15,66,89
510,Bronx,40.86466,-73.85709,Entire home/apt,125,2,271,347
511,Brooklyn,40.71312,-73.96199,Private room,70,2,227,37
512,Brooklyn,40.71297,-73.94336,Private room,75,4,80,0
513,Manhattan,40.737120000000004,-74.00166,Private room,100,30,5,359
514,Brooklyn,40.69242,-73.95097,Entire home/apt,99,2,187,287
515,Manhattan,40.738620000000004,-73.99758,Entire home/apt,250,1,2,0
516,Brooklyn,40.7158,-73.95803000000001,Entire home/apt,350,6,1,233
517,Brooklyn,40.68262,-73.97299,Entire home/apt,170,3,67,129
518,Manhattan,40.73217,-73.98801,Entire home/apt,165,1,63,0
519,Manhattan,40.76311,-73.99388,Private room,99,1,89,353
520,Manhattan,40.74695,-74.00454,Private room,255,4,1,365
521,Brooklyn,40.67497,-73.87305,Entire home/apt,169,3,177,297
522,Brooklyn,40.66788,-73.94813,Entire home/apt,99,4,90,56
523,Manhattan,40.76684,-73.95944,Entire home/apt,169,7,39,44
524,Brooklyn,40.68967,-73.95445,Entire home/apt,160,3,42,355
525,Brooklyn,40.67946,-73.96500999999999,Entire home/apt,215,3,33,156
526,Brooklyn,40.66944,-73.98083000000001,Entire home/apt,130,3,179,273
527,Manhattan,40.72566,-73.97748,Private room,110,3,81,274
528,Manhattan,40.7709,-73.99181,Private room,150,28,43,258
529,Brooklyn,40.719429999999996,-73.95958,Private room,65,30,52,276
530,Queens,40.742490000000004,-73.92466,Private room,75,2,160,65
531,Manhattan,40.74033,-74.00024,Entire home/apt,149,6,23,0
532,Manhattan,40.7969,-73.96128,Private room,89,6,35,180
533,Manhattan,40.83403,-73.94553,Private room,50,1,225,343
534,Brooklyn,40.65513,-73.95640999999999,Private room,43,1,401,43
535,Brooklyn,40.65589,-73.95539000000001,Private room,42,1,72,96
536,Brooklyn,40.70275,-73.94501,Private room,85,1,46,59
537,Brooklyn,40.68897,-73.93569000000001,Entire home/apt,139,3,83,255
538,Brooklyn,40.67617,-73.98136,Private room,105,1,211,252
539,Brooklyn,40.67595,-73.98053,Entire home/apt,265,5,15,0
540,Manhattan,40.76415,-73.99067,Entire home/apt,149,1,122,20
541,Manhattan,40.83127,-73.94718,Private room,68,2,295,188
542,Brooklyn,40.68497,-73.95591999999999,Entire home/apt,99,3,207,304
543,Manhattan,40.82922,-73.94174,Private room,75,3,50,38
544,Brooklyn,40.71137,-73.94362,Private room,100,2,273,254
545,Manhattan,40.76739,-73.9557,Shared room,90,1,0,0
546,Manhattan,40.73089,-73.98195,Entire home/apt,160,30,25,46
547,Brooklyn,40.6755,-73.97859,Entire home/apt,190,4,105,328
548,Brooklyn,40.68812,-73.94934,Private room,67,4,72,0
549,Manhattan,40.7694,-73.9572,Entire home/apt,190,1,8,0
550,Brooklyn,40.68634,-73.96161,Entire home/apt,248,2,58,199
551,Brooklyn,40.7093,-73.9497,Private room,100,6,8,249
552,Manhattan,40.713,-73.99752,Private room,95,3,172,64
553,Manhattan,40.75895,-73.9883,Private room,150,1,330,111
554,Brooklyn,40.68186,-73.94113,Entire home/apt,145,3,123,287
555,Brooklyn,40.683640000000004,-73.91076,Private room,41,2,55,286
556,Brooklyn,40.71893,-73.9428,Entire home/apt,120,4,87,263
557,Bronx,40.82802,-73.92039,Private room,50,3,258,276
558,Brooklyn,40.68765,-73.97073,Entire home/apt,157,2,4,0
559,Brooklyn,40.71413,-73.96596,Entire home/apt,195,14,31,263
560,Brooklyn,40.58422,-73.94079,Entire home/apt,70,4,128,90
561,Brooklyn,40.71973,-73.95581999999999,Entire home/apt,185,3,14,0
562,Brooklyn,40.69025,-73.93323000000001,Entire home/apt,145,3,30,11
563,Queens,40.73826,-73.92458,Private room,50,28,258,287
564,Brooklyn,40.73049,-73.96115,Entire home/apt,185,3,228,1
565,Manhattan,40.72956,-73.97903000000001,Entire home/apt,250,1,60,0
566,Manhattan,40.73854,-74.00820999999999,Private room,80,90,9,338
567,Manhattan,40.75877,-73.98863,Entire home/apt,230,2,179,44
568,Brooklyn,40.67688,-73.9859,Entire home/apt,100,7,9,0
569,Brooklyn,40.700509999999994,-73.92204,Private room,40,1,1,5
570,Manhattan,40.71712,-73.98898,Private room,200,30,25,0
571,Staten Island,40.60742,-74.14388000000001,Private room,80,2,2,158
572,Brooklyn,40.68741,-73.95741,Private room,79,3,152,192
573,Queens,40.75627,-73.9211,Entire home/apt,95,30,24,358
574,Manhattan,40.798159999999996,-73.9619,Entire home/apt,300,2,45,31
575,Brooklyn,40.61927,-74.0307,Entire home/apt,100,30,7,241
576,Manhattan,40.8078,-73.95208000000001,Private room,80,7,19,285
577,Brooklyn,40.61922,-73.99399,Entire home/apt,110,1,24,183
578,Brooklyn,40.68275,-73.96148000000001,Entire home/apt,172,4,8,189
579,Manhattan,40.71813,-73.98416,Entire home/apt,199,1,29,162
580,Manhattan,40.718920000000004,-73.98401,Entire home/apt,199,1,14,158
581,Manhattan,40.816,-73.95545,Private room,100,1,33,84
582,Manhattan,40.82748,-73.95153,Private room,55,4,99,260
583,Brooklyn,40.68634,-73.95088,Private room,75,3,59,0
584,Manhattan,40.72229,-73.97901,Entire home/apt,146,3,142,166
585,Manhattan,40.72956,-73.99287,Private room,250,2,0,0
586,Brooklyn,40.72595,-73.95298000000001,Entire home/apt,116,29,22,335
587,Manhattan,40.711929999999995,-74.00816999999999,Private room,150,3,82,90
588,Brooklyn,40.68012,-73.97847,Private room,120,2,23,342
589,Manhattan,40.742329999999995,-73.99865,Entire home/apt,199,4,32,28
590,Brooklyn,40.674240000000005,-73.96665,Entire home/apt,150,5,24,363
591,Manhattan,40.80486,-73.95298000000001,Private room,69,1,59,86
592,Manhattan,40.80307,-73.95048,Private room,300,55,6,83
593,Brooklyn,40.68653,-73.98562,Entire home/apt,230,4,18,0
594,Manhattan,40.742670000000004,-73.98569,Entire home/apt,125,4,3,0
595,Brooklyn,40.687490000000004,-73.95494000000001,Private room,79,3,115,264
596,Brooklyn,40.68645,-73.97538,Private room,130,3,154,305
597,Brooklyn,40.68999,-73.96710999999999,Private room,239,1,164,356
598,Staten Island,40.61077,-74.06824,Entire home/apt,75,6,76,278
599,Brooklyn,40.711259999999996,-73.94575999999999,Entire home/apt,220,3,116,135
600,Brooklyn,40.67855,-73.94949,Entire home/apt,80,3,234,308
601,Manhattan,40.72416,-73.9853,Entire home/apt,288,2,120,229
602,Brooklyn,40.685159999999996,-73.92520999999999,Entire home/apt,135,4,82,273
603,Manhattan,40.73507,-74.00048000000001,Entire home/apt,225,3,13,83
604,Manhattan,40.71611,-73.99828000000001,Private room,110,30,59,281
605,Brooklyn,40.67964,-73.93946,Entire home/apt,100,7,63,321
606,Manhattan,40.76189,-73.99,Private room,130,2,52,303
607,Manhattan,40.72645,-73.98035,Private room,89,1,278,192
608,Brooklyn,40.662929999999996,-73.99833000000001,Entire home/apt,200,5,1,0
609,Brooklyn,40.690459999999995,-73.95167,Entire home/apt,80,2,35,36
610,Bronx,40.830009999999994,-73.92158,Private room,50,5,235,271
611,Manhattan,40.792390000000005,-73.94535,Entire home/apt,135,28,115,341
612,Manhattan,40.727090000000004,-73.98274,Private room,90,1,109,333
613,Manhattan,40.72599,-74.00168000000001,Private room,270,5,1,210
614,Brooklyn,40.68309,-73.94219,Entire home/apt,110,3,305,231
615,Manhattan,40.79442,-73.93433,Entire home/apt,145,1,102,308
616,Manhattan,40.76166,-73.99675,Entire home/apt,179,30,83,292
617,Queens,40.70163,-73.90867,Private room,55,1,19,311
618,Manhattan,40.75575,-73.96842,Private room,110,2,61,264
619,Manhattan,40.80903,-73.94197,Entire home/apt,325,5,89,153
620,Queens,40.74581,-73.95295,Private room,75,30,65,219
621,Brooklyn,40.66414,-73.98574,Entire home/apt,300,1,40,0
622,Manhattan,40.74,-74.00381,Private room,130,30,80,332
623,Manhattan,40.753479999999996,-73.97065,Entire home/apt,190,30,136,120
624,Manhattan,40.720659999999995,-73.98506,Entire home/apt,200,3,100,191
625,Brooklyn,40.717459999999996,-73.95496999999999,Entire home/apt,180,2,125,248
626,Brooklyn,40.70257,-73.9847,Entire home/apt,350,5,40,67
627,Manhattan,40.722640000000006,-73.9837,Entire home/apt,160,4,0,0
628,Manhattan,40.73833,-73.98186,Entire home/apt,195,30,139,325
629,Manhattan,40.73268,-73.99255,Entire home/apt,241,30,0,249
630,Manhattan,40.718920000000004,-73.99628,Entire home/apt,300,7,2,0
631,Queens,40.776790000000005,-73.91686999999999,Entire home/apt,75,28,49,313
632,Manhattan,40.71693,-73.98948,Entire home/apt,100,5,8,0
633,Manhattan,40.73685,-73.98359,Entire home/apt,399,1,0,12
634,Brooklyn,40.68501,-73.97019,Private room,85,5,124,69
635,Brooklyn,40.66068,-73.96003,Entire home/apt,80,21,5,0
636,Brooklyn,40.67722,-73.96542,Private room,55,1,147,293
637,Brooklyn,40.68975,-73.96703000000001,Private room,438,1,43,363
638,Brooklyn,40.692209999999996,-73.95866,Entire home/apt,110,6,8,4
639,Manhattan,40.729690000000005,-74.00635,Entire home/apt,200,2,37,257
640,Brooklyn,40.6893,-73.96602,Private room,279,1,120,362
641,Brooklyn,40.70832,-73.94157,Entire home/apt,137,1,24,0
642,Brooklyn,40.68016,-73.94878,Entire home/apt,280,3,5,365
643,Brooklyn,40.70875,-73.95508000000001,Entire home/apt,199,30,242,102
644,Manhattan,40.85888,-73.92886,Private room,71,4,229,26
645,Bronx,40.8679,-73.90023000000001,Private room,42,2,108,302
646,Brooklyn,40.6889,-73.95383000000001,Entire home/apt,180,2,181,280
647,Manhattan,40.75127,-73.99637,Entire home/apt,226,5,34,302
648,Brooklyn,40.67607,-73.94421,Private room,85,3,5,281
649,Manhattan,40.73834,-73.9823,Entire home/apt,135,1,5,0
650,Queens,40.7347,-73.88065999999999,Entire home/apt,79,4,60,297
651,Manhattan,40.718759999999996,-73.98850999999999,Entire home/apt,154,1,238,246
652,Brooklyn,40.73787,-73.95385,Entire home/apt,199,3,34,60
653,Manhattan,40.73066,-74.00287,Entire home/apt,700,3,131,296
654,Manhattan,40.73291,-74.00059,Entire home/apt,246,4,6,0
655,Manhattan,40.85099,-73.92822,Private room,125,60,4,364
656,Brooklyn,40.68707,-73.91918000000001,Private room,100,1,7,281
657,Brooklyn,40.7184,-73.96019,Entire home/apt,295,5,125,0
658,Brooklyn,40.67495,-73.95563,Private room,150,3,0,0
659,Manhattan,40.71582,-73.99902,Entire home/apt,119,1,49,0
660,Manhattan,40.81068,-73.94288,Private room,125,1,11,365
661,Manhattan,40.81122,-73.94279,Entire home/apt,400,5,0,365
662,Manhattan,40.73129,-73.99944,Entire home/apt,850,3,107,249
663,Brooklyn,40.71628,-73.95737,Private room,129,2,241,303
664,Manhattan,40.785579999999996,-73.9726,Private room,140,1,176,300
665,Manhattan,40.7146,-73.991,Private room,115,4,151,323
666,Manhattan,40.79493,-73.94462,Entire home/apt,200,3,49,0
667,Brooklyn,40.6623,-73.99049000000001,Entire home/apt,96,120,13,204
668,Brooklyn,40.73693,-73.95284000000001,Entire home/apt,199,3,33,60
669,Brooklyn,40.73641,-73.9533,Entire home/apt,199,3,24,84
670,Brooklyn,40.73794,-73.95254,Entire home/apt,199,3,59,60
671,Brooklyn,40.58147,-73.96726,Private room,69,1,2,303
672,Manhattan,40.797709999999995,-73.96323000000001,Entire home/apt,185,2,16,261
673,Manhattan,40.81512,-73.94691999999999,Private room,81,2,72,0
674,Brooklyn,40.7373,-73.95323,Entire home/apt,199,3,24,60
675,Brooklyn,40.73708,-73.95271,Entire home/apt,199,3,23,60
676,Brooklyn,40.73652,-73.95236,Entire home/apt,199,3,43,60
677,Brooklyn,40.73693,-73.95316,Entire home/apt,199,3,30,56
678,Brooklyn,40.737840000000006,-73.95324000000001,Entire home/apt,199,3,39,84
679,Brooklyn,40.736740000000005,-73.95246999999999,Private room,349,3,8,58
680,Brooklyn,40.737829999999995,-73.95259,Private room,249,3,3,60
681,Brooklyn,40.737140000000004,-73.95296,Private room,299,3,6,60
682,Brooklyn,40.73731,-73.9545,Private room,179,3,4,81
683,Queens,40.74965,-73.89344,Private room,54,5,56,365
684,Brooklyn,40.73793,-73.95316,Private room,599,3,7,60
685,Brooklyn,40.68197,-73.96549,Entire home/apt,110,1,2,0
686,Brooklyn,40.702709999999996,-73.91566,Entire home/apt,220,2,178,297
687,Brooklyn,40.7116,-73.9529,Private room,89,30,30,91
688,Brooklyn,40.692409999999995,-73.94885,Entire home/apt,170,2,190,315
689,Manhattan,40.720040000000004,-73.99424,Entire home/apt,495,7,25,338
690,Queens,40.74511,-73.92398,Entire home/apt,80,10,81,40
691,Manhattan,40.74599,-74.00253000000001,Entire home/apt,760,2,7,361
692,Brooklyn,40.68946,-73.99385,Private room,98,4,216,288
693,Brooklyn,40.68226,-73.95473,Entire home/apt,125,30,31,218
694,Brooklyn,40.67855,-73.8896,Private room,48,90,53,1
695,Brooklyn,40.714079999999996,-73.9489,Private room,64,3,247,117
696,Brooklyn,40.68618,-73.96144,Entire home/apt,154,3,233,0
697,Brooklyn,40.673790000000004,-73.98454,Entire home/apt,139,3,135,204
698,Queens,40.70554,-73.76637,Private room,75,4,20,0
699,Manhattan,40.74031,-74.00532,Entire home/apt,325,4,46,20
700,Manhattan,40.746179999999995,-74.00392,Entire home/apt,195,365,10,0
701,Manhattan,40.81872,-73.94566999999999,Private room,58,1,143,0
702,Staten Island,40.59251,-74.06479,Entire home/apt,250,2,21,333
703,Staten Island,40.59101,-74.06685,Private room,50,7,0,189
704,Staten Island,40.592620000000004,-74.06659,Entire home/apt,125,2,8,353
705,Brooklyn,40.69142,-73.97203,Entire home/apt,70,7,4,0
706,Manhattan,40.76928,-73.95021,Entire home/apt,189,2,314,206
707,Brooklyn,40.68338,-73.95289,Entire home/apt,130,3,18,1
708,Manhattan,40.72953,-74.00461999999999,Entire home/apt,145,7,11,0
709,Manhattan,40.70523,-74.01345,Private room,101,7,51,307
